Sequence ID	solubility	usability
buried_6_model_2_b0_d0	0.8766692333587855	0.5192413712808558
buried_6_model_2_b0_d1	0.8766722504226612	0.515769914034278
buried_6_model_2_b0_d2	0.8656274822884729	0.5148109181146017
buried_6_model_2_b0_d3	0.8830182485789788	0.5193175090290467
buried_6_model_2_b0_d4	0.8676537490801653	0.5389109996863893
buried_6_model_2_b0_d5	0.879887311453102	0.5505212408550594
buried_6_model_2_b0_d6	0.8823004735579041	0.5489403336696168
buried_6_model_2_b0_d7	0.8932289128191069	0.5791520968768029
buried_6_model_2_b0_d8	0.8896590049779188	0.5474031834384928
buried_6_model_2_b0_d9	0.8702247434010001	0.4982046404373537
