Sequence ID	solubility	usability
buried_8_model_8_b0_d0	0.8472708317816332	0.4607761738289156
buried_8_model_8_b0_d1	0.8637120102653965	0.5098681418680757
buried_8_model_8_b0_d2	0.8902654655952837	0.592728508916402
buried_8_model_8_b0_d3	0.8977038018380339	0.5546214457868384
buried_8_model_8_b0_d4	0.8430100518355321	0.5039674509235698
buried_8_model_8_b0_d5	0.9162583716556916	0.6278633194542667
buried_8_model_8_b0_d6	0.8918249267919915	0.6070293820783966
buried_8_model_8_b0_d7	0.8936908885359941	0.5669822588830286
buried_8_model_8_b0_d8	0.8561202641366465	0.4515912578599863
buried_8_model_8_b0_d9	0.876778725299659	0.5856618609177742
