Sequence ID	solubility	usability
buried_6_model_3_b0_d0	0.8229351934356558	0.4718019219304669
buried_6_model_3_b0_d1	0.8698003007370942	0.5115843240160691
buried_6_model_3_b0_d2	0.8090943955715636	0.5604685812540321
buried_6_model_3_b0_d3	0.8918149620678524	0.6294029483422852
buried_6_model_3_b0_d4	0.8897614402810692	0.5627442448537466
buried_6_model_3_b0_d5	0.8704918998757843	0.6289581582127648
buried_6_model_3_b0_d6	0.8734638950876656	0.5185809064161304
buried_6_model_3_b0_d7	0.897877130709778	0.5524248879920125
buried_6_model_3_b0_d8	0.8719969594989951	0.5613077270308151
buried_6_model_3_b0_d9	0.8649017457850643	0.56194417783367
