Sequence ID	solubility	usability
buried_1_model_1_b0_d0	0.8697853604610428	0.5189431326584769
buried_1_model_1_b0_d1	0.8935463920624324	0.5508398442374789
buried_1_model_1_b0_d2	0.8949907031997011	0.5701590304790799
buried_1_model_1_b0_d3	0.8534056351681076	0.5342775645554896
buried_1_model_1_b0_d4	0.8726270299521035	0.5471829710176206
buried_1_model_1_b0_d5	0.8671372713667745	0.5502296238881684
buried_1_model_1_b0_d6	0.8993874475265573	0.6112264274910867
buried_1_model_1_b0_d7	0.8742686821102769	0.554662284444447
buried_1_model_1_b0_d8	0.8848917195689463	0.592098787367504
buried_1_model_1_b0_d9	0.86027221861719	0.5443237567859657
