Sequence ID	solubility	usability
buried_6_model_7_b0_d0	0.932676794575573	0.6137083465244783
buried_6_model_7_b0_d1	0.7920808065691245	0.3037628017513124
buried_6_model_7_b0_d2	0.9472755002510198	0.7098302037660801
buried_6_model_7_b0_d3	0.9391023924926252	0.6831299026175092
buried_6_model_7_b0_d4	0.9413637756264844	0.6930037803135233
buried_6_model_7_b0_d5	0.9427160560806824	0.6733634685047433
buried_6_model_7_b0_d6	0.9253414796781134	0.5593005139709797
buried_6_model_7_b0_d7	0.8041467022289318	0.2937540834555954
buried_6_model_7_b0_d8	0.9557442969856992	0.7608088447034539
buried_6_model_7_b0_d9	0.9164910847137328	0.5704427233674189
