Sequence ID	solubility	usability
buried_3_model_7_b0_d0	0.8120796269417022	0.5595115581427907
buried_3_model_7_b0_d1	0.8815487221491874	0.5145321274651335
buried_3_model_7_b0_d2	0.8492284600385075	0.5607488588963564
buried_3_model_7_b0_d3	0.8185210913554505	0.5606827375401595
buried_3_model_7_b0_d4	0.8273925330015446	0.5721217819167095
buried_3_model_7_b0_d5	0.8566202899020027	0.6298456672093318
buried_3_model_7_b0_d6	0.7756305799834036	0.5240797910676489
buried_3_model_7_b0_d7	0.8524449464107986	0.5529971227491253
buried_3_model_7_b0_d8	0.8854515698194072	0.6919543907409864
buried_3_model_7_b0_d9	0.8855997086578764	0.6958186794330317
