Sequence ID	solubility	usability
buried_0_model_9_b0_d0	0.8975572287521268	0.7022558139321485
buried_0_model_9_b0_d1	0.907481215168454	0.74362730797606
buried_0_model_9_b0_d2	0.9042089998005022	0.7323850063211583
buried_0_model_9_b0_d3	0.8687220633862645	0.5638514193416343
buried_0_model_9_b0_d4	0.9068158013155692	0.7467475633320049
buried_0_model_9_b0_d5	0.899308110874766	0.741392921674326
buried_0_model_9_b0_d6	0.8841062454079746	0.6819235888575413
buried_0_model_9_b0_d7	0.8916539395916085	0.7095540094931022
buried_0_model_9_b0_d8	0.9076916434586728	0.7512296390945583
buried_0_model_9_b0_d9	0.9108724071366804	0.760846611622193
