Sequence ID	solubility	usability
buried_4_model_4_b0_d0	0.9009439987210364	0.7064139147462878
buried_4_model_4_b0_d1	0.8961721000518853	0.6439028369254935
buried_4_model_4_b0_d2	0.9275033299870168	0.7211759447058527
buried_4_model_4_b0_d3	0.9114034551385458	0.7847385956252764
buried_4_model_4_b0_d4	0.9082418974989136	0.7276746159954042
buried_4_model_4_b0_d5	0.9019033394732396	0.6859469327583843
buried_4_model_4_b0_d6	0.904954381882154	0.744323937660968
buried_4_model_4_b0_d7	0.9119106120773643	0.6928402599694978
buried_4_model_4_b0_d8	0.9083874730956496	0.6077440120769503
buried_4_model_4_b0_d9	0.867461848126047	0.6136355818571693
