Sequence ID	solubility	usability
buried_4_model_1_b0_d0	0.7748357556286953	0.4332929420727664
buried_4_model_1_b0_d1	0.7835356494977226	0.4251573915016361
buried_4_model_1_b0_d2	0.7774903176760234	0.4303614074115096
buried_4_model_1_b0_d3	0.7303448331263173	0.3862112516051085
buried_4_model_1_b0_d4	0.7975975068557679	0.4672093430725468
buried_4_model_1_b0_d5	0.8375867468841613	0.4952545019650444
buried_4_model_1_b0_d6	0.7953610939355861	0.4651695488012407
buried_4_model_1_b0_d7	0.7526351994114049	0.4056492299279747
buried_4_model_1_b0_d8	0.8009134368566748	0.4068998346334181
buried_4_model_1_b0_d9	0.8368599291725737	0.5025718413795982
