Sequence ID	solubility	usability
buried_8_model_2_b0_d0	0.8165428498598872	0.4574897586025644
buried_8_model_2_b0_d1	0.8209194591273347	0.4819351327283229
buried_8_model_2_b0_d2	0.8418074334099798	0.4670108472245294
buried_8_model_2_b0_d3	0.835143956071645	0.4218077805372087
buried_8_model_2_b0_d4	0.8667537825932948	0.5277606016618268
buried_8_model_2_b0_d5	0.8455256857813647	0.5014543769819049
buried_8_model_2_b0_d6	0.8437484540102871	0.4638553419802573
buried_8_model_2_b0_d7	0.8416358022526822	0.4582215580657237
buried_8_model_2_b0_d8	0.8114171881444717	0.4067610977937632
buried_8_model_2_b0_d9	0.8324129366753052	0.4781731087305476
