Sequence ID	solubility	usability
buried_6_model_0_b0_d0	0.897228846669179	0.5908749108987734
buried_6_model_0_b0_d1	0.9110962887505172	0.637086785838014
buried_6_model_0_b0_d2	0.9249864558045356	0.6850979557991514
buried_6_model_0_b0_d3	0.8884992089429291	0.5493836590077157
buried_6_model_0_b0_d4	0.8884334447352374	0.542668224845527
buried_6_model_0_b0_d5	0.8594232790089545	0.3985364878901648
buried_6_model_0_b0_d6	0.8732433821987919	0.5849420216785978
buried_6_model_0_b0_d7	0.8542904452827849	0.4939410026657655
buried_6_model_0_b0_d8	0.907776982476989	0.6413695942209182
buried_6_model_0_b0_d9	0.8910534238829533	0.6248355498284571
