Sequence ID	solubility	usability
buried_8_model_9_b0_d0	0.6829096616984546	0.4130280988973866
buried_8_model_9_b0_d1	0.7084700692510177	0.3300102528682859
buried_8_model_9_b0_d2	0.6732032322161245	0.3216711265123193
buried_8_model_9_b0_d3	0.6580083412082397	0.2921693014606566
buried_8_model_9_b0_d4	0.6534531074543016	0.3564209314014766
buried_8_model_9_b0_d5	0.6733528553046255	0.3866011273235845
buried_8_model_9_b0_d6	0.7366198117965391	0.4682849609211866
buried_8_model_9_b0_d7	0.7964899372857481	0.3980141874162551
buried_8_model_9_b0_d8	0.6735993778770546	0.3617554948064699
buried_8_model_9_b0_d9	0.7177278304496421	0.4806237191476353
