Sequence ID	solubility	usability
buried_7_model_9_b0_d0	0.8425204191947324	0.4740826231655293
buried_7_model_9_b0_d1	0.8139833961649838	0.3875563141762444
buried_7_model_9_b0_d2	0.9034226965197452	0.5957092684057557
buried_7_model_9_b0_d3	0.8285897531641547	0.4520223649341653
buried_7_model_9_b0_d4	0.8416364731814321	0.4393231166943083
buried_7_model_9_b0_d5	0.8433127672843591	0.4486329964856949
buried_7_model_9_b0_d6	0.8274654401916148	0.459553607262493
buried_7_model_9_b0_d7	0.8646032209748971	0.4635705600552434
buried_7_model_9_b0_d8	0.903982451299226	0.6180889103273344
buried_7_model_9_b0_d9	0.899020709849174	0.6394607291605785
