Sequence ID	solubility	usability
buried_7_model_2_b0_d0	0.937338796125758	0.6720794657489773
buried_7_model_2_b0_d1	0.902237109770306	0.5637646461418921
buried_7_model_2_b0_d2	0.9435689716652836	0.7430436555627652
buried_7_model_2_b0_d3	0.9173375017693424	0.5550835353103334
buried_7_model_2_b0_d4	0.9072503375385412	0.6800775396977227
buried_7_model_2_b0_d5	0.9025212872023372	0.645950655547143
buried_7_model_2_b0_d6	0.9232552910641864	0.7164429908844072
buried_7_model_2_b0_d7	0.9177415191521808	0.7760709267924004
buried_7_model_2_b0_d8	0.9270151448963372	0.6791114451879616
buried_7_model_2_b0_d9	0.9224388035981826	0.644919057444148
