Sequence ID	solubility	usability
buried_3_model_6_b0_d0	0.863295197472292	0.5437065294529144
buried_3_model_6_b0_d1	0.8476830006704141	0.4873513793838769
buried_3_model_6_b0_d2	0.8091124463135868	0.4729155347411053
buried_3_model_6_b0_d3	0.8176311249362881	0.4668867592642445
buried_3_model_6_b0_d4	0.8955521580736656	0.5419719103207853
buried_3_model_6_b0_d5	0.8900053131272176	0.5481335513928615
buried_3_model_6_b0_d6	0.8293681947224008	0.555618560328538
buried_3_model_6_b0_d7	0.861878081031978	0.5418997727118142
buried_3_model_6_b0_d8	0.8295632090020888	0.4852110355918489
buried_3_model_6_b0_d9	0.8881891793847163	0.5867704482974162
