Sequence ID	solubility	usability
buried_1_model_8_b0_d0	0.9187613899346728	0.6435855853803216
buried_1_model_8_b0_d1	0.9217481330107772	0.6214797016665125
buried_1_model_8_b0_d2	0.9232823338635824	0.586254621057307
buried_1_model_8_b0_d3	0.9001287752220211	0.5998551671078669
buried_1_model_8_b0_d4	0.9176535588196676	0.502237930737021
buried_1_model_8_b0_d5	0.8756973916873225	0.5963761345413022
buried_1_model_8_b0_d6	0.9021255178201908	0.6536245423455801
buried_1_model_8_b0_d7	0.8868703072803518	0.5821178698459256
buried_1_model_8_b0_d8	0.8923569722402748	0.5907878251758272
buried_1_model_8_b0_d9	0.9133771038183892	0.5971027453464245
