Sequence ID	solubility	usability
buried_4_model_9_b0_d0	0.8372936094007011	0.4882554809421801
buried_4_model_9_b0_d1	0.8694594237415048	0.5090559724234007
buried_4_model_9_b0_d2	0.8644451677920271	0.5732563960294974
buried_4_model_9_b0_d3	0.8392314315000459	0.5409548326895048
buried_4_model_9_b0_d4	0.8496239939957638	0.5452186552649084
buried_4_model_9_b0_d5	0.8502031063022976	0.5503198586408292
buried_4_model_9_b0_d6	0.8901434473056009	0.5547225575204203
buried_4_model_9_b0_d7	0.8561221233800298	0.537765279380668
buried_4_model_9_b0_d8	0.8222483313443133	0.5185153893572834
buried_4_model_9_b0_d9	0.9014260947072824	0.593493438477786
