Sequence ID	solubility	usability
buried_7_model_0_b0_d0	0.860648766364824	0.5446542997172128
buried_7_model_0_b0_d1	0.9366845896442054	0.5454807123646124
buried_7_model_0_b0_d2	0.9047010188952458	0.5330720952726509
buried_7_model_0_b0_d3	0.9286517904053448	0.7301295461278525
buried_7_model_0_b0_d4	0.8973122665451955	0.6170173237389942
buried_7_model_0_b0_d5	0.9218816113806731	0.618143939112459
buried_7_model_0_b0_d6	0.8519307112508681	0.4689714365510428
buried_7_model_0_b0_d7	0.8632573822036594	0.4700322788047974
buried_7_model_0_b0_d8	0.9101582029852816	0.5682041167177023
buried_7_model_0_b0_d9	0.8897359554280204	0.5666601112221094
