Sequence ID	solubility	usability
buried_4_model_5_b0_d0	0.8969851423798675	0.6583940676833254
buried_4_model_5_b0_d1	0.928132661952669	0.6150808656153698
buried_4_model_5_b0_d2	0.9368085029363544	0.6791927658657139
buried_4_model_5_b0_d3	0.9215302268706248	0.6525566569707584
buried_4_model_5_b0_d4	0.9277647365483308	0.7139967063632187
buried_4_model_5_b0_d5	0.9048763361468032	0.612019374777285
buried_4_model_5_b0_d6	0.9324719488781558	0.6897320809362827
buried_4_model_5_b0_d7	0.9291483770332636	0.6782804268279712
buried_4_model_5_b0_d8	0.9409964886241022	0.7404304994189115
buried_4_model_5_b0_d9	0.9096627356845264	0.6880218309384334
