Sequence ID	solubility	usability
buried_5_model_5_b0_d0	0.7664816573590145	0.4815102729662263
buried_5_model_5_b0_d1	0.7675632145759292	0.4950631892468463
buried_5_model_5_b0_d2	0.7639971993013791	0.4880643613109169
buried_5_model_5_b0_d3	0.7572162470718793	0.4789463034543375
buried_5_model_5_b0_d4	0.7562753664837679	0.4790591661963829
buried_5_model_5_b0_d5	0.7610489099096626	0.4901063105884505
buried_5_model_5_b0_d6	0.7723743116699039	0.4852359367184431
buried_5_model_5_b0_d7	0.7860774588234726	0.5147857018508959
buried_5_model_5_b0_d8	0.7840849573727671	0.4922610546282551
buried_5_model_5_b0_d9	0.7606095159694889	0.502035155869489
