Sequence ID	solubility	usability
buried_5_model_6_b0_d0	0.9188305189172123	0.6041290685642154
buried_5_model_6_b0_d1	0.9376328136698676	0.6086423257751398
buried_5_model_6_b0_d2	0.9349548297378404	0.7016606750482769
buried_5_model_6_b0_d3	0.921523857521018	0.5944262724243481
buried_5_model_6_b0_d4	0.9205930376540528	0.637416078411852
buried_5_model_6_b0_d5	0.921251714584622	0.6622789594555932
buried_5_model_6_b0_d6	0.9208099279122928	0.6548697440625177
buried_5_model_6_b0_d7	0.932158988515708	0.6499341836966592
buried_5_model_6_b0_d8	0.90435324322921	0.438020460514586
buried_5_model_6_b0_d9	0.9005515176258848	0.5816349355797037
