Sequence ID	solubility	usability
buried_3_model_4_b0_d0	0.8597074820998529	0.519424086904944
buried_3_model_4_b0_d1	0.9213394906774764	0.6346706288983214
buried_3_model_4_b0_d2	0.9150724137361748	0.4981573054682653
buried_3_model_4_b0_d3	0.9269116937998584	0.7335252999171382
buried_3_model_4_b0_d4	0.8976610197358118	0.6109547667865618
buried_3_model_4_b0_d5	0.877539149528922	0.6425319984548323
buried_3_model_4_b0_d6	0.9262873626801236	0.5775204584438361
buried_3_model_4_b0_d7	0.928681778512376	0.7211330386455002
buried_3_model_4_b0_d8	0.8818489704651794	0.7161126398058582
buried_3_model_4_b0_d9	0.9212504959892756	0.6239939740506782
