Sequence ID	solubility	usability
buried_6_model_6_b0_d0	0.777154751625911	0.416037916573255
buried_6_model_6_b0_d1	0.8632039639459771	0.5707631971503404
buried_6_model_6_b0_d2	0.8204467406943394	0.5075875305981336
buried_6_model_6_b0_d3	0.8704765310257988	0.614688707890086
buried_6_model_6_b0_d4	0.8578393265449034	0.5343447848447878
buried_6_model_6_b0_d5	0.8813392588520574	0.5667105126491121
buried_6_model_6_b0_d6	0.8806632648657982	0.5742509595690757
buried_6_model_6_b0_d7	0.8355161771336613	0.4987265611000955
buried_6_model_6_b0_d8	0.8488799638991134	0.5320883882905635
buried_6_model_6_b0_d9	0.8922297176467493	0.5981733312284077
