Sequence ID	solubility	usability
buried_8_model_5_b0_d0	0.8279070723356758	0.3116616860464386
buried_8_model_5_b0_d1	0.8559870298030482	0.3567791768451266
buried_8_model_5_b0_d2	0.8608281398549764	0.3564279954842665
buried_8_model_5_b0_d3	0.7027369705646344	0.2809162356665862
buried_8_model_5_b0_d4	0.6898170824085565	0.2681069078288542
buried_8_model_5_b0_d5	0.8141925525436424	0.366172254311126
buried_8_model_5_b0_d6	0.8358192864989007	0.3352322054677725
buried_8_model_5_b0_d7	0.6958558715923184	0.2656102430124301
buried_8_model_5_b0_d8	0.8691831377798817	0.3913691163158052
buried_8_model_5_b0_d9	0.7856578407846488	0.3183445589460408
