Sequence ID	solubility	usability
buried_4_model_7_b0_d0	0.9262346300786806	0.6897941244531227
buried_4_model_7_b0_d1	0.8987191397569794	0.6266446980498186
buried_4_model_7_b0_d2	0.9124264519027177	0.6111054529125839
buried_4_model_7_b0_d3	0.8857055668217433	0.5643691129639812
buried_4_model_7_b0_d4	0.9299957203552316	0.6414631787675329
buried_4_model_7_b0_d5	0.9206067967845653	0.7038933324156196
buried_4_model_7_b0_d6	0.9170547147067604	0.6190083969390248
buried_4_model_7_b0_d7	0.915002139744366	0.6125053830910383
buried_4_model_7_b0_d8	0.9051242762309804	0.5952025353460826
buried_4_model_7_b0_d9	0.9258955959324506	0.6690201817578275
