Sequence ID	solubility	usability
buried_5_model_9_b0_d0	0.9415216668365216	0.7251646862472374
buried_5_model_9_b0_d1	0.919954557405694	0.6397248374047171
buried_5_model_9_b0_d2	0.9358497361937084	0.6718870210626411
buried_5_model_9_b0_d3	0.9438190939333636	0.6671962285447475
buried_5_model_9_b0_d4	0.9295563964639536	0.6572113103898813
buried_5_model_9_b0_d5	0.9333740760930544	0.6121907772261069
buried_5_model_9_b0_d6	0.9168022499013108	0.6453372387764814
buried_5_model_9_b0_d7	0.929065841049578	0.6938779961224184
buried_5_model_9_b0_d8	0.9369696094808352	0.6836445316456402
buried_5_model_9_b0_d9	0.9373462281995708	0.7466706922205928
