Sequence ID	solubility	usability
buried_5_model_1_b0_d0	0.9026300746505392	0.5623375042497463
buried_5_model_1_b0_d1	0.880447958248711	0.5103860366201941
buried_5_model_1_b0_d2	0.9245546891224132	0.5544374567804307
buried_5_model_1_b0_d3	0.909331153228062	0.5715762508555088
buried_5_model_1_b0_d4	0.8996919540754919	0.589253303479159
buried_5_model_1_b0_d5	0.9090471824950376	0.5598392552929897
buried_5_model_1_b0_d6	0.8502474432208447	0.572953135608208
buried_5_model_1_b0_d7	0.8873213616439779	0.597113089322286
buried_5_model_1_b0_d8	0.9239434721035192	0.5107006579851394
buried_5_model_1_b0_d9	0.900805735140036	0.5773067782526419
