Sequence ID	solubility	usability
buried_0_model_8_b0_d0	0.8860035059160711	0.5408903202553959
buried_0_model_8_b0_d1	0.9061636838216602	0.5074509695627996
buried_0_model_8_b0_d2	0.8587785951179555	0.3949770102247018
buried_0_model_8_b0_d3	0.842657042911633	0.4916087127148668
buried_0_model_8_b0_d4	0.9085079864773306	0.4337470010519403
buried_0_model_8_b0_d5	0.881302215173964	0.4432407529854636
buried_0_model_8_b0_d6	0.8601639767426796	0.4203274491907633
buried_0_model_8_b0_d7	0.8793270251657173	0.3405660225336557
buried_0_model_8_b0_d8	0.8861954101059677	0.4510327998460492
buried_0_model_8_b0_d9	0.855686995800886	0.387110536157688
