Sequence ID	solubility	usability
buried_2_model_7_b0_d0	0.9348054030164412	0.7621558093130116
buried_2_model_7_b0_d1	0.9157189150548588	0.5652482509895573
buried_2_model_7_b0_d2	0.8977561277412238	0.637028765419363
buried_2_model_7_b0_d3	0.9238530668839352	0.6924225700131519
buried_2_model_7_b0_d4	0.8945985027054387	0.7006772086613217
buried_2_model_7_b0_d5	0.902876275006926	0.7306807347411576
buried_2_model_7_b0_d6	0.9223477080901644	0.6772067800574912
buried_2_model_7_b0_d7	0.8691082620993222	0.6082804837330508
buried_2_model_7_b0_d8	0.9222132704202274	0.7706641849571769
buried_2_model_7_b0_d9	0.9152861235887982	0.6414065273808391
