Sequence ID	solubility	usability
buried_9_model_8_b0_d0	0.7690022620188632	0.3752751084611744
buried_9_model_8_b0_d1	0.6538803107692942	0.3538600972190832
buried_9_model_8_b0_d2	0.720904371280759	0.3781609065178968
buried_9_model_8_b0_d3	0.6799474165714537	0.3620162834425146
buried_9_model_8_b0_d4	0.7730282473334708	0.4106244422484557
buried_9_model_8_b0_d5	0.7264435213224815	0.3857260134241923
buried_9_model_8_b0_d6	0.6796422860808978	0.3661766947214731
buried_9_model_8_b0_d7	0.7329301324942439	0.4040520377511311
buried_9_model_8_b0_d8	0.79850330951065	0.4365097063763537
buried_9_model_8_b0_d9	0.763653721924114	0.4138609562991688
