Sequence ID	solubility	usability
buried_6_model_6_b0_d0	0.7086404344059833	0.3789915144130323
buried_6_model_6_b0_d1	0.6753521972287618	0.360042127363497
buried_6_model_6_b0_d2	0.6725248464787313	0.3589425379508897
buried_6_model_6_b0_d3	0.6280102897453288	0.3294149390730184
buried_6_model_6_b0_d4	0.7616384644026698	0.4291257508506564
buried_6_model_6_b0_d5	0.5931877748441102	0.3096914915837525
buried_6_model_6_b0_d6	0.6637115433413312	0.3377464940938045
buried_6_model_6_b0_d7	0.728387012196845	0.3863988124803421
buried_6_model_6_b0_d8	0.7548489506912998	0.4046769230055801
buried_6_model_6_b0_d9	0.764568268066261	0.3993980475534015
