Sequence ID	solubility	usability
buried_3_model_0_b0_d0	0.915477757063252	0.6506691686742937
buried_3_model_0_b0_d1	0.9244608269979984	0.6416281174076931
buried_3_model_0_b0_d2	0.931526397092427	0.7421780076784694
buried_3_model_0_b0_d3	0.927062515625735	0.6876318561214565
buried_3_model_0_b0_d4	0.9333191622165404	0.7062352889103971
buried_3_model_0_b0_d5	0.9144390394205352	0.7496033768737994
buried_3_model_0_b0_d6	0.9399361646790196	0.7352110461348123
buried_3_model_0_b0_d7	0.9392675215682074	0.6879873880915925
buried_3_model_0_b0_d8	0.9257201741970018	0.6389571531063956
buried_3_model_0_b0_d9	0.9205713893910435	0.6941112073199933
