Sequence ID	solubility	usability
buried_2_model_2_b0_d0	0.9189882155280528	0.5358844526247244
buried_2_model_2_b0_d1	0.9409228028466892	0.7155296810941769
buried_2_model_2_b0_d2	0.9369787942522216	0.6320605204898562
buried_2_model_2_b0_d3	0.9510143272090854	0.6741657423131595
buried_2_model_2_b0_d4	0.934802495276943	0.6742247127144735
buried_2_model_2_b0_d5	0.9332883735309484	0.6250604557602166
buried_2_model_2_b0_d6	0.9346129837413926	0.6310883708074646
buried_2_model_2_b0_d7	0.9340231388282316	0.6454658873778033
buried_2_model_2_b0_d8	0.918127200139099	0.5396545178973537
buried_2_model_2_b0_d9	0.9290258230819036	0.6747330210948215
