Sequence ID	solubility	usability
buried_4_model_6_b0_d0	0.8594615704395357	0.512013975458896
buried_4_model_6_b0_d1	0.889449006557417	0.5726842084440943
buried_4_model_6_b0_d2	0.8712489266105907	0.4368204515216174
buried_4_model_6_b0_d3	0.8724133920417193	0.5489632863405379
buried_4_model_6_b0_d4	0.8250462541213246	0.2714139824772724
buried_4_model_6_b0_d5	0.7806936969883842	0.2620003467570962
buried_4_model_6_b0_d6	0.8738229846489796	0.5220731485041266
buried_4_model_6_b0_d7	0.8543857787434177	0.3973811131227471
buried_4_model_6_b0_d8	0.8788150604201558	0.4630091055300548
buried_4_model_6_b0_d9	0.8747312960134745	0.4972139556201201
