Sequence ID	solubility	usability
buried_6_model_1_b0_d0	0.8920941247666206	0.5691963053326101
buried_6_model_1_b0_d1	0.8471444761890814	0.4140612551424903
buried_6_model_1_b0_d2	0.8941026833349394	0.5066697012354291
buried_6_model_1_b0_d3	0.8932772782928724	0.5018433496526592
buried_6_model_1_b0_d4	0.8726800884876924	0.5062918461014027
buried_6_model_1_b0_d5	0.838686900196808	0.4413310981628708
buried_6_model_1_b0_d6	0.8924243192122088	0.5646144064867136
buried_6_model_1_b0_d7	0.9145067190091056	0.5398989255584391
buried_6_model_1_b0_d8	0.9005228636119403	0.5446558444405667
buried_6_model_1_b0_d9	0.8438043324472586	0.4539912864873748
