Sequence ID	solubility	usability
buried_1_model_9_b0_d0	0.9146357130615534	0.5742760014342256
buried_1_model_9_b0_d1	0.8545816239271593	0.4351348592496224
buried_1_model_9_b0_d2	0.8488855753253702	0.482632985028616
buried_1_model_9_b0_d3	0.9165187090744916	0.5623214850378219
buried_1_model_9_b0_d4	0.9120291744081424	0.5839829500084013
buried_1_model_9_b0_d5	0.9244889161415925	0.6306598354803538
buried_1_model_9_b0_d6	0.9166435979099548	0.5709294277493712
buried_1_model_9_b0_d7	0.8711802138694488	0.4599578487837588
buried_1_model_9_b0_d8	0.8937461648199179	0.5451107226768316
buried_1_model_9_b0_d9	0.9042645388402146	0.5843625665698827
