Sequence ID	solubility	usability
buried_3_model_3_b0_d0	0.8766652241025075	0.563696990652313
buried_3_model_3_b0_d1	0.9111616893485028	0.5924933984882621
buried_3_model_3_b0_d2	0.8795831785924623	0.5671676017580614
buried_3_model_3_b0_d3	0.88028176044466	0.6028605077798911
buried_3_model_3_b0_d4	0.8740871828736244	0.5331088771073408
buried_3_model_3_b0_d5	0.8868211732464685	0.6120976333966819
buried_3_model_3_b0_d6	0.8884697212634756	0.4543213055175721
buried_3_model_3_b0_d7	0.8770864294290049	0.5551741623802909
buried_3_model_3_b0_d8	0.8666120897130207	0.4714720705204033
buried_3_model_3_b0_d9	0.890547727832525	0.5152080815173632
