Sequence ID	solubility	usability
buried_8_model_9_b0_d0	0.8985946634334253	0.4010083170324274
buried_8_model_9_b0_d1	0.8796105630470118	0.4385153123769487
buried_8_model_9_b0_d2	0.820843680671884	0.3105217815997675
buried_8_model_9_b0_d3	0.9034300049538124	0.4371396727591417
buried_8_model_9_b0_d4	0.8550598262676548	0.3866242339718755
buried_8_model_9_b0_d5	0.8771765900873018	0.4084095856063378
buried_8_model_9_b0_d6	0.8500067718441287	0.3993344730426761
buried_8_model_9_b0_d7	0.8658308753246349	0.3553349339731929
buried_8_model_9_b0_d8	0.9056291905889604	0.5479766284472929
buried_8_model_9_b0_d9	0.8770683561013641	0.4141058046117069
