Sequence ID	solubility	usability
buried_7_model_6_b0_d0	0.9190054910635708	0.6138595343276535
buried_7_model_6_b0_d1	0.9161390094667292	0.5641791666683326
buried_7_model_6_b0_d2	0.9101823947689148	0.5773273789352251
buried_7_model_6_b0_d3	0.9107359954446844	0.5383614226401087
buried_7_model_6_b0_d4	0.8864910797119915	0.4762019530790745
buried_7_model_6_b0_d5	0.9058049977015424	0.5425212198919518
buried_7_model_6_b0_d6	0.8817632465175637	0.435305773416229
buried_7_model_6_b0_d7	0.8912389360831426	0.5194366161593555
buried_7_model_6_b0_d8	0.9134726562179912	0.5300287420653469
buried_7_model_6_b0_d9	0.8797598834392133	0.5203894915419429
