Sequence ID	solubility	usability
buried_7_model_5_b0_d0	0.92635449035369	0.5541279773732608
buried_7_model_5_b0_d1	0.8489840087747949	0.6472497375641741
buried_7_model_5_b0_d2	0.9417747538068844	0.7288354890228009
buried_7_model_5_b0_d3	0.9141118589391752	0.5417949160554281
buried_7_model_5_b0_d4	0.8387991873757509	0.485811813938754
buried_7_model_5_b0_d5	0.9261299843063155	0.6107807006254099
buried_7_model_5_b0_d6	0.8695870924281539	0.5172625337356606
buried_7_model_5_b0_d7	0.9351002659725004	0.5813425603306992
buried_7_model_5_b0_d8	0.7774813110962174	0.4334673540161768
buried_7_model_5_b0_d9	0.9000126219407036	0.6192951611527662
