Sequence ID	solubility	usability
buried_2_model_4_b0_d0	0.8618846554835249	0.5240197208241711
buried_2_model_4_b0_d1	0.8903424826989912	0.5039450653000422
buried_2_model_4_b0_d2	0.8388958341034793	0.3255498788405955
buried_2_model_4_b0_d3	0.7743212018783637	0.2884456372536917
buried_2_model_4_b0_d4	0.9202137225612648	0.6665700790106651
buried_2_model_4_b0_d5	0.8795862500929132	0.4344789911724439
buried_2_model_4_b0_d6	0.8910545187275225	0.3504991380767907
buried_2_model_4_b0_d7	0.9226316312491664	0.5671454378715838
buried_2_model_4_b0_d8	0.8829920314551469	0.7071138887176139
buried_2_model_4_b0_d9	0.8137872863017881	0.3100559680146247
