Sequence ID	solubility	usability
buried_9_model_6_b0_d0	0.6267212458980365	0.2670279324682693
buried_9_model_6_b0_d1	0.8108101165814002	0.4388982464791041
buried_9_model_6_b0_d2	0.6306121522794957	0.3189112506982397
buried_9_model_6_b0_d3	0.7325182966635713	0.3231399339917989
buried_9_model_6_b0_d4	0.5414700665994705	0.2682309725095813
buried_9_model_6_b0_d5	0.6033379088947118	0.3232599547599403
buried_9_model_6_b0_d6	0.6769223804730807	0.3145867017042498
buried_9_model_6_b0_d7	0.6546821704986387	0.3959703901896663
buried_9_model_6_b0_d8	0.7349448154117093	0.4340147550170736
buried_9_model_6_b0_d9	0.5979321285768797	0.2952715696564897
