Sequence ID	solubility	usability
buried_5_model_6_b0_d0	0.904256371179512	0.5919340096266383
buried_5_model_6_b0_d1	0.885908046871535	0.5930343955210657
buried_5_model_6_b0_d2	0.8841046755604409	0.5700994165337085
buried_5_model_6_b0_d3	0.923341579082174	0.6399754148148976
buried_5_model_6_b0_d4	0.9255556222973336	0.672798407925974
buried_5_model_6_b0_d5	0.9029027090348546	0.6398279097297357
buried_5_model_6_b0_d6	0.90195595912915	0.6129359295346033
buried_5_model_6_b0_d7	0.8932899982067383	0.6242200282024732
buried_5_model_6_b0_d8	0.9194404529488296	0.6503110651720115
buried_5_model_6_b0_d9	0.924181095212812	0.6319998903242212
