Sequence ID	solubility	usability
buried_0_model_3_b0_d0	0.8812293704890536	0.5444549552392807
buried_0_model_3_b0_d1	0.8300390720973038	0.4821137318747655
buried_0_model_3_b0_d2	0.909731643285374	0.5915504727617383
buried_0_model_3_b0_d3	0.860257562031785	0.499497600187445
buried_0_model_3_b0_d4	0.8925308740839807	0.5827876125146971
buried_0_model_3_b0_d5	0.8842084569746829	0.5178050087658799
buried_0_model_3_b0_d6	0.863989380933902	0.5247404866171721
buried_0_model_3_b0_d7	0.8650902227552468	0.5311406853035535
buried_0_model_3_b0_d8	0.8858902618530478	0.5157368396738734
buried_0_model_3_b0_d9	0.8532149200171594	0.5300767291297231
