Sequence ID	solubility	usability
buried_3_model_5_b0_d0	0.7708544946238953	0.3459236960319988
buried_3_model_5_b0_d1	0.7783713439032983	0.3894604067823324
buried_3_model_5_b0_d2	0.6548770896364047	0.2868092076679569
buried_3_model_5_b0_d3	0.7566120816648393	0.3499144512900241
buried_3_model_5_b0_d4	0.7036332387655959	0.291090580339118
buried_3_model_5_b0_d5	0.9130682655302614	0.3937801449910418
buried_3_model_5_b0_d6	0.8742183934873345	0.3992725729125749
buried_3_model_5_b0_d7	0.8300176186546414	0.3499118901846559
buried_3_model_5_b0_d8	0.8845274757051987	0.4479442647129216
buried_3_model_5_b0_d9	0.8866713403749087	0.3783390053955658
