Sequence ID	solubility	usability
buried_5_model_7_b0_d0	0.6006139361530494	0.2819892297754967
buried_5_model_7_b0_d1	0.5881578818567419	0.3053296769808296
buried_5_model_7_b0_d2	0.6764934244209594	0.3444173895171663
buried_5_model_7_b0_d3	0.683149125921702	0.3413677120583533
buried_5_model_7_b0_d4	0.6798356899493273	0.3304710373844066
buried_5_model_7_b0_d5	0.6608051062608317	0.3602663888717123
buried_5_model_7_b0_d6	0.667340134022481	0.3554639698986667
buried_5_model_7_b0_d7	0.616032094022959	0.3098766843253906
buried_5_model_7_b0_d8	0.608151800954466	0.3089044725193428
buried_5_model_7_b0_d9	0.6749250643364462	0.2872037351244537
