Sequence ID	solubility	usability
buried_1_model_3_b0_d0	0.7615851099731114	0.393324427843258
buried_1_model_3_b0_d1	0.7811796361183538	0.3679155989036566
buried_1_model_3_b0_d2	0.7554786247213198	0.3996448174773916
buried_1_model_3_b0_d3	0.770008242253251	0.4095920677968788
buried_1_model_3_b0_d4	0.7911208573435882	0.4352257555674896
buried_1_model_3_b0_d5	0.8082875895623353	0.4059111513780535
buried_1_model_3_b0_d6	0.775938130679872	0.4053305163183152
buried_1_model_3_b0_d7	0.7530111143106322	0.4225808663406843
buried_1_model_3_b0_d8	0.8070084717368731	0.4420071121960756
buried_1_model_3_b0_d9	0.7714187967551536	0.4388820069578851
