Sequence ID	solubility	usability
buried_1_model_6_b0_d0	0.8491743633579087	0.5443853862181769
buried_1_model_6_b0_d1	0.7756644527121559	0.3498236298339562
buried_1_model_6_b0_d2	0.8568591360562232	0.5791188855297198
buried_1_model_6_b0_d3	0.8476718554984469	0.584302385859664
buried_1_model_6_b0_d4	0.8641587520867041	0.6103560082132371
buried_1_model_6_b0_d5	0.7873480790482139	0.3972755483404934
buried_1_model_6_b0_d6	0.8533759218639455	0.546624057391276
buried_1_model_6_b0_d7	0.8669047856787285	0.6217133278332204
buried_1_model_6_b0_d8	0.8604617267864383	0.5710210984210827
buried_1_model_6_b0_d9	0.827335306503295	0.4946210949452826
