Sequence ID	solubility	usability
buried_4_model_7_b0_d0	0.9088548371757847	0.5581306777789548
buried_4_model_7_b0_d1	0.922779025470793	0.6048192337488977
buried_4_model_7_b0_d2	0.8877524455256314	0.5294204676276208
buried_4_model_7_b0_d3	0.9317490700262744	0.5890490799637474
buried_4_model_7_b0_d4	0.9131761275309914	0.5922339230518617
buried_4_model_7_b0_d5	0.906700595683092	0.5784988472794135
buried_4_model_7_b0_d6	0.9304730422227744	0.5737998531699688
buried_4_model_7_b0_d7	0.90475010937474	0.5424790866972751
buried_4_model_7_b0_d8	0.9127506040865204	0.5278168161605583
buried_4_model_7_b0_d9	0.918397183331228	0.5936569658738649
