Sequence ID	solubility	usability
buried_2_model_5_b0_d0	0.7757523457819423	0.3575679065037082
buried_2_model_5_b0_d1	0.7731368138589502	0.3864570985109824
buried_2_model_5_b0_d2	0.8376970735989179	0.4059141164563858
buried_2_model_5_b0_d3	0.7960838381540984	0.3241444951793747
buried_2_model_5_b0_d4	0.8157451247516538	0.3611547042446763
buried_2_model_5_b0_d5	0.899877324368466	0.5171620156926506
buried_2_model_5_b0_d6	0.8556900366385249	0.4679559599680624
buried_2_model_5_b0_d7	0.8087609261208325	0.3554817205198339
buried_2_model_5_b0_d8	0.7975765532518306	0.3713141204435985
buried_2_model_5_b0_d9	0.8161655350629143	0.3548494948888472
