Sequence ID	solubility	usability
buried_9_model_4_b0_d0	0.8867000770080425	0.476577547268028
buried_9_model_4_b0_d1	0.8164741963558118	0.3710194510076084
buried_9_model_4_b0_d2	0.9216423183264228	0.683810472828367
buried_9_model_4_b0_d3	0.8440074809868321	0.4514620893480467
buried_9_model_4_b0_d4	0.8131160164212428	0.3856456733436366
buried_9_model_4_b0_d5	0.884905879994282	0.4892402651955178
buried_9_model_4_b0_d6	0.891409755178793	0.5357607743001773
buried_9_model_4_b0_d7	0.86294691699932	0.4443370215471052
buried_9_model_4_b0_d8	0.8503841086186095	0.4468064085478209
buried_9_model_4_b0_d9	0.8854355937120635	0.438930256597202
