Sequence ID	solubility	usability
buried_8_model_3_b0_d0	0.8961486426265605	0.5356965417151474
buried_8_model_3_b0_d1	0.8978462418530017	0.5154020226787486
buried_8_model_3_b0_d2	0.9087676105252038	0.5612067498431785
buried_8_model_3_b0_d3	0.901000054224129	0.4747361726441538
buried_8_model_3_b0_d4	0.913521133782354	0.5241227046868607
buried_8_model_3_b0_d5	0.8901711190125401	0.5184456976820158
buried_8_model_3_b0_d6	0.9091475429912558	0.5911498414186225
buried_8_model_3_b0_d7	0.8867534677036328	0.5430651829678114
buried_8_model_3_b0_d8	0.9064743894597358	0.5134388933257861
buried_8_model_3_b0_d9	0.8988633730534781	0.4931172818072922
