Sequence ID	solubility	usability
buried_8_model_8_b0_d0	0.808167954230818	0.4666773687273705
buried_8_model_8_b0_d1	0.8129917212006216	0.4488041027880841
buried_8_model_8_b0_d2	0.7402206703211573	0.4399082642790083
buried_8_model_8_b0_d3	0.7910199923190561	0.4608739358726027
buried_8_model_8_b0_d4	0.8644642904864825	0.5054143763291803
buried_8_model_8_b0_d5	0.6072944569276183	0.3585293884986401
buried_8_model_8_b0_d6	0.7522397336918629	0.4394262963780619
buried_8_model_8_b0_d7	0.7577000673905617	0.3951631667587895
buried_8_model_8_b0_d8	0.8253393810374717	0.4788698577193795
buried_8_model_8_b0_d9	0.7950272626805938	0.4464300731662126
