Sequence ID	solubility	usability
buried_5_model_9_b0_d0	0.8878104339755757	0.5645847704364929
buried_5_model_9_b0_d1	0.8764223590926953	0.557273514790207
buried_5_model_9_b0_d2	0.8641010912366023	0.6465135270296821
buried_5_model_9_b0_d3	0.8738635714855528	0.6090569822252905
buried_5_model_9_b0_d4	0.8675504686252691	0.5923176541531182
buried_5_model_9_b0_d5	0.8458459343437363	0.5653094159674598
buried_5_model_9_b0_d6	0.8709387988187766	0.5667006664194553
buried_5_model_9_b0_d7	0.9128812293688768	0.6860973396695582
buried_5_model_9_b0_d8	0.8869634122740269	0.5908524390042145
buried_5_model_9_b0_d9	0.8777590269762137	0.5987933777932423
