Sequence ID	solubility	usability
buried_7_model_1_b0_d0	0.8422444134670825	0.5306622448148863
buried_7_model_1_b0_d1	0.7822975631785158	0.4792958496283838
buried_7_model_1_b0_d2	0.8140585448071589	0.4975232529486826
buried_7_model_1_b0_d3	0.8367182067990029	0.5371596636067755
buried_7_model_1_b0_d4	0.8166601054403412	0.5014755235829971
buried_7_model_1_b0_d5	0.7998734271662931	0.4527886448082932
buried_7_model_1_b0_d6	0.8299452108421154	0.5187183409361967
buried_7_model_1_b0_d7	0.8314003544259938	0.5298771978580399
buried_7_model_1_b0_d8	0.8259634269727748	0.5079357865964695
buried_7_model_1_b0_d9	0.847446631053387	0.5558272686866013
